,vi_tri_xep_hang,nghe_si,ten_bai_hat,vi_tri_cao_nhat,vi_tri_tuan_truoc,so_tuan_tren_bang_xep_hang,luot_nghe,bai_hat_moi,thay_doi_thu_hang,nhom_luot_nghe,do_ben
268,69,"Rema, Selena Gomez",Calm Down (with Selena Gomez),9,50,72,11425736,False,-19,Cao,Dài hạn
269,70,OneRepublic,I Ain't Worried,7,74,84,11381598,False,4,Cao,Dài hạn
270,71,Olivia Rodrigo,Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,35,82,10,11281453,False,11,Cao,Trung hạn
271,72,Coldplay,Yellow,50,76,160,11202544,False,4,Trung bình,Dài hạn
272,73,"Vishal Mishra, Raj Shekhar",Pehle Bhi Main,49,56,5,11194555,False,-17,Trung bình,Trung hạn
273,74,Coldplay,Viva La Vida,57,75,72,10985760,False,1,Trung bình,Dài hạn
274,75,Lewis Capaldi,Someone You Loved,4,85,261,10958351,False,10,Trung bình,Dài hạn
275,76,Kanye West,Heartless,76,90,27,10832805,False,14,Trung bình,Dài hạn
276,77,Carin Leon,Primera Cita,21,59,28,10786386,False,-18,Trung bình,Dài hạn
277,78,Junior H,Y LLORO,55,110,14,10748250,False,32,Trung bình,Dài hạn
278,79,"Metro Boomin, The Weeknd, 21 Savage",Creepin' (with The Weeknd & 21 Savage),2,78,58,10722369,False,-1,Trung bình,Dài hạn
279,80,Bruno Mars,Locked out of Heaven,39,88,83,10654137,False,8,Trung bình,Dài hạn
280,81,Cigarettes After Sex,Apocalypse,81,95,78,10623414,False,14,Trung bình,Dài hạn
281,82,"Drake, Wizkid, Kyla",One Dance,12,98,176,10612953,False,16,Trung bình,Dài hạn
282,83,"Feid, Young Miko",CLASSY 101,8,84,41,10595752,False,1,Trung bình,Dài hạn
283,84,"Travis Scott, Playboi Carti",FE!N (feat. Playboi Carti),5,93,17,10506246,False,9,Trung bình,Dài hạn
284,85,"Xavi, Los Dareyes De La Sierra",Poco A Poco,80,80,3,10501299,False,-5,Trung bình,Ngắn hạn
285,86,OneRepublic,Counting Stars,86,92,143,10460240,False,6,Trung bình,Dài hạn
286,87,Keane,Somewhere Only We Know,87,107,64,10401937,False,20,Trung bình,Dài hạn
287,88,Anuv Jain,Husn,88,102,2,10380317,False,14,Trung bình,Ngắn hạn
288,89,Eminem,Without Me,31,89,120,10374607,False,0,Trung bình,Dài hạn
289,90,The Weeknd,Save Your Tears,2,91,156,10360253,False,1,Trung bình,Dài hạn
290,91,Frank Ocean,Pink + White,70,111,34,10338338,False,20,Trung bình,Dài hạn
291,92,"The Weeknd, Lana Del Rey",Stargirl Interlude,92,106,76,10320373,False,14,Trung bình,Dài hạn
292,93,J. Cole,No Role Modelz,76,109,129,10288858,False,16,Trung bình,Dài hạn
293,94,"JC NO BEAT, DJ F7, MC Meno Dani, Silva Mc",Maria Mariah,94,121,2,10083665,False,27,Trung bình,Ngắn hạn
294,95,Taylor Swift,cardigan,1,108,55,10080740,False,13,Trung bình,Dài hạn
295,96,Manuel Turizo,La Bachata,4,83,80,9905660,False,-13,Trung bình,Dài hạn
296,97,Arctic Monkeys,Why'd You Only Call Me When You're High?,95,127,109,9871303,False,30,Trung bình,Dài hạn
297,98,"Eugenio Esquivel, Grupo Marca Registrada, Sebastian Esquivel, Los Esquivel",Alucin,98,147,2,9848890,False,49,Trung bình,Ngắn hạn
298,99,The Walters,I Love You So,21,126,87,9818789,False,27,Trung bình,Dài hạn
299,100,TV Girl,Lovers Rock,100,136,29,9816798,False,36,Trung bình,Dài hạn
300,101,Eminem,Mockingbird,24,103,65,9790455,False,2,Trung bình,Dài hạn
301,102,Rauw Alejandro,DILUVIO,59,104,9,9750758,False,2,Trung bình,Trung hạn
302,103,"Jere Klein, Gittobeatz",ANDO,99,99,6,9733140,False,-4,Trung bình,Trung hạn
303,104,LE SSERAFIM,Perfect Night,57,119,11,9730816,False,15,Trung bình,Trung hạn
304,105,"Rihanna, Calvin Harris",We Found Love,59,69,45,9699289,False,-36,Trung bình,Dài hạn
305,106,"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",Can't Hold Us (feat. Ray Dalton),86,86,100,9668162,False,-20,Thấp,Dài hạn
306,107,Zach Bryan,Something in the Orange,57,118,53,9611435,False,11,Thấp,Dài hạn
307,108,Kali Uchis,Moonlight,37,115,44,9596259,False,7,Thấp,Dài hạn
308,109,Travis Scott,MY EYES,15,152,9,9595268,False,43,Thấp,Trung hạn
309,110,Taylor Swift,Don’t Blame Me,71,112,73,9559692,False,2,Thấp,Dài hạn
310,111,Lana Del Rey,Summertime Sadness,83,130,74,9552819,False,19,Thấp,Dài hạn
311,112,Hotel Ugly,Shut up My Moms Calling,82,133,53,9541382,False,21,Thấp,Dài hạn
312,113,Adele,Set Fire to the Rain,61,134,56,9527515,False,21,Thấp,Dài hạn
313,114,Taylor Swift,You’re Losing Me (From The Vault),14,97,7,9520505,False,-17,Thấp,Trung hạn
314,115,d4vd,Romantic Homicide,17,114,71,9503483,False,-1,Thấp,Dài hạn
315,116,"Luan Santana, Ana Castela",DEJA VU,54,54,3,9469186,False,-62,Thấp,Ngắn hạn
316,117,Sabrina Carpenter,Nonsense,17,113,51,9451070,False,-4,Thấp,Dài hạn
317,118,"Eslabon Armado, Peso Pluma",Ella Baila Sola,1,73,43,9377942,False,-45,Thấp,Dài hạn
318,119,Arctic Monkeys,505,43,138,105,9364641,False,19,Thấp,Dài hạn
319,120,The Police,Every Breath You Take,101,129,109,9358087,False,9,Thấp,Dài hạn
320,121,"Kanye West, Dwele",Flashing Lights,121,144,16,9355574,False,23,Thấp,Dài hạn
321,122,Glass Animals,Heat Waves,1,105,155,9341170,False,-17,Thấp,Dài hạn
322,123,"Billie Eilish, Khalid",lovely (with Khalid),24,137,299,9339916,False,14,Thấp,Dài hạn
323,124,"Drake, J. Cole",First Person Shooter (feat. J. Cole),6,116,14,9339260,False,-8,Thấp,Dài hạn
324,125,The Killers,Mr. Brightside,94,94,120,9246920,False,-31,Thấp,Dài hạn
325,126,Bruno Mars,Just the Way You Are,120,153,54,9243312,False,27,Thấp,Dài hạn
326,127,Conan Gray,Heather,12,132,144,9186636,False,5,Thấp,Dài hạn
327,128,Imagine Dragons,Demons,119,141,59,9186054,False,13,Thấp,Dài hạn
328,129,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),1,101,130,9159548,False,-28,Thấp,Dài hạn
329,130,Justin Bieber,Ghost,11,135,118,9124466,False,5,Thấp,Dài hạn
330,131,"Xavi, Tony Aguirre",Modo DND,131,148,2,9108659,False,17,Thấp,Ngắn hạn
331,132,Miguel,Sure Thing,14,166,56,9088623,False,34,Thấp,Dài hạn
332,133,Creedence Clearwater Revival,Have You Ever Seen The Rain,133,158,21,9074672,False,25,Thấp,Dài hạn
333,134,Bruno Mars,When I Was Your Man,72,156,71,9067229,False,22,Thấp,Dài hạn
334,135,Steve Lacy,Dark Red,66,170,108,9050646,False,35,Thấp,Dài hạn
335,136,KAROL G,AMARGURA,53,120,34,9024218,False,-16,Thấp,Dài hạn
336,137,Lil Tecca,500lbs,89,150,12,9009759,False,13,Thấp,Trung hạn
337,138,Tory Lanez,The Color Violet,70,160,47,8997328,False,22,Thấp,Dài hạn
338,139,"Metro Boomin, Future, Don Toliver",Too Many Nights (feat. Don Toliver & with Future),33,169,44,8970949,False,30,Thấp,Dài hạn
339,140,Hozier,Take Me To Church,108,162,124,8918353,False,22,Thấp,Dài hạn
340,141,Arctic Monkeys,Do I Wanna Know?,98,163,119,8905425,False,22,Thấp,Dài hạn
341,142,Taylor Swift,august,11,154,48,8904235,False,12,Thấp,Dài hạn
342,143,Eminem,The Real Slim Shady,51,131,114,8901838,False,-12,Thấp,Dài hạn
343,144,"Alex Favela, Grupo Marca Registrada, Joaquin Medina",ELOVRGA,59,122,19,8871190,False,-22,Thấp,Dài hạn
344,145,Tears For Fears,Everybody Wants To Rule The World,91,125,68,8796160,False,-20,Thấp,Dài hạn
345,146,Myke Towers,LA FALDA,146,175,2,8763037,False,29,Thấp,Ngắn hạn
346,147,"Dave, Central Cee",Sprinter,6,128,32,8742519,False,-19,Thấp,Dài hạn
347,148,"Elton John, Dua Lipa, PNAU",Cold Heart - PNAU Remix,4,96,121,8738399,False,-52,Thấp,Dài hạn
348,149,"UMI, V",wherever u r (ft. V of BTS),64,64,2,8724709,False,-85,Thấp,Ngắn hạn
349,150,Linkin Park,In the End,22,183,27,8710820,False,33,Thấp,Dài hạn
350,151,Kanye West,Father Stretch My Hands Pt. 1,142,142,6,8700586,False,-9,Thấp,Trung hạn
351,152,"Dj GBR, Mc IG, MC Ryan SP, MC PH, Mc Davi, Mc Luki, Mc Don Juan, Mc Kadu, TrapLaudo, MC GP, MC GH do 7",Let's Go 4,85,100,17,8696105,False,-52,Thấp,Dài hạn
352,153,Ruth B.,Dandelions,34,172,125,8682529,False,19,Thấp,Dài hạn
353,154,"Metro Boomin, Travis Scott, Young Thug",Trance (with Travis Scott & Young Thug),65,186,32,8674653,False,32,Thấp,Dài hạn
354,155,a-ha,Take on Me,83,87,22,8645699,False,-68,Thấp,Dài hạn
355,156,The Weeknd,The Hills,52,171,90,8627025,False,15,Thấp,Dài hạn
356,157,Ed Sheeran,Perfect,4,164,354,8600094,False,7,Thấp,Dài hạn
357,158,Travis Scott,goosebumps,13,-1,229,8583832,True,-159,Thấp,Dài hạn
358,159,BENNETT,Vois sur ton chemin - Techno Mix,85,124,12,8582209,False,-35,Thấp,Trung hạn
359,160,Eminem,Lose Yourself,44,168,128,8566115,False,8,Thấp,Dài hạn
360,161,"Kanye West, Pusha T",Runaway,161,187,4,8564480,False,26,Thấp,Ngắn hạn
361,162,Jimin,Closer Than This,65,79,3,8554191,False,-83,Thấp,Ngắn hạn
362,163,NewJeans,Super Shy,9,146,26,8521101,False,-17,Thấp,Dài hạn
363,164,d4vd,Here With Me,14,165,62,8520387,False,1,Thấp,Dài hạn
364,165,Taylor Swift,"""Slut!"" (Taylor's Version) (From The Vault)",3,188,9,8503739,False,23,Thấp,Trung hạn
365,166,"Stephen Sanchez, Em Beihold",Until I Found You (with Em Beihold) - Em Beihold Version,10,200,54,8501736,False,34,Thấp,Dài hạn
366,167,"Bellakath, Dani Flow",Reggaeton Champagne,78,123,14,8495411,False,-44,Thấp,Dài hạn
367,168,Morgan Wallen,Last Night,14,151,47,8466111,False,-17,Thấp,Dài hạn
368,169,TV Girl,Not Allowed,169,199,4,8421630,False,30,Thấp,Ngắn hạn
369,170,KAROL G,MI EX TENÍA RAZÓN,22,167,21,8348655,False,-3,Thấp,Dài hạn
370,171,JVKE,golden hour,14,161,70,8325257,False,-10,Thấp,Dài hạn
371,172,"The Weeknd, Ariana Grande",Die For You (with Ariana Grande) - Remix,2,184,38,8325087,False,12,Thấp,Dài hạn
372,173,Imagine Dragons,Believer,16,185,358,8322500,False,12,Thấp,Dài hạn
373,174,"Kendrick Lamar, Jay Rock",Money Trees,62,196,49,8307476,False,22,Thấp,Dài hạn
374,175,Adele,Skyfall,175,182,2,8285666,False,7,Thấp,Ngắn hạn
375,176,Taylor Swift,Blank Space,27,181,107,8273163,False,5,Thấp,Dài hạn
376,177,"Arijit Singh, Shreyas Puranik, Siddharth - Garima","Satranga (From ""ANIMAL"")",74,117,6,8267266,False,-60,Thấp,Trung hạn
377,178,"Yng Lvcas, Peso Pluma",La Bebe - Remix,3,139,43,8253743,False,-39,Thấp,Dài hạn
378,179,Plan B,Es un Secreto,157,178,17,8228649,False,-1,Thấp,Dài hạn
379,180,Radiohead,Creep,143,194,26,8227388,False,14,Thấp,Dài hạn
380,181,"Peso Pluma, Tito Double P",LA PEOPLE,115,145,8,8200560,False,-36,Thấp,Trung hạn
381,182,FIFTY FIFTY,Cupid (Twin Ver.) - Live Studio Version OT4,4,192,40,8175865,False,10,Thấp,Dài hạn
382,183,Fleetwood Mac,Dreams - 2004 Remaster,20,-1,68,8153272,True,-184,Thấp,Dài hạn
383,184,Paul Russell,Lil Boo Thang,173,173,2,8129174,False,-11,Thấp,Ngắn hạn
384,185,Rihanna,Diamonds,77,-1,14,8072789,True,-186,Thấp,Dài hạn
385,186,"Eminem, Juice WRLD",Godzilla (feat. Juice WRLD),4,157,85,8055291,False,-29,Thấp,Dài hạn
386,187,Fuerza Regida,CRAZYZ,187,-1,1,8044479,True,-188,Thấp,Ngắn hạn
387,188,The Goo Goo Dolls,Iris,124,179,24,7997920,False,-9,Thấp,Dài hạn
388,189,Imagine Dragons,Bones,26,-1,91,7939880,True,-190,Thấp,Dài hạn
389,190,Lauana Prado,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade - Ao Vivo,71,71,3,7913303,False,-119,Thấp,Ngắn hạn
390,191,One Direction,Night Changes,108,-1,69,7896414,True,-192,Thấp,Dài hạn
391,192,Avicii,Wake Me Up,13,177,94,7896061,False,-15,Thấp,Dài hạn
392,193,"The Weeknd, Ariana Grande",Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,5,174,104,7880696,False,-19,Thấp,Dài hạn
393,194,"Gabito Ballesteros, Natanael Cano",LOU LOU,43,149,12,7873124,False,-45,Thấp,Trung hạn
394,195,Maroon 5,Maps,190,-1,4,7855762,True,-196,Thấp,Ngắn hạn
395,196,New West,Those Eyes,86,-1,41,7850959,True,-197,Thấp,Dài hạn
396,197,"DJ Snake, Justin Bieber",Let Me Love You,4,195,49,7839356,False,-2,Thấp,Dài hạn
397,198,Natanael Cano,O Me Voy O Te Vas,198,-1,1,7838202,True,-199,Thấp,Ngắn hạn
398,199,"Drake, 21 Savage",Jimmy Cooks (feat. 21 Savage),7,-1,77,7807507,True,-200,Thấp,Dài hạn
399,200,Bruno Mars,That's What I Like,6,-1,95,7711230,True,-201,Thấp,Dài hạn
400,1,Ariana Grande,"yes, and?",1,-1,1,53885212,True,-2,Rất cao,Ngắn hạn
401,2,Xavi,La Diabla,1,1,6,39408246,False,-1,Rất cao,Trung hạn
402,3,Tate McRae,greedy,1,2,18,35975632,False,-1,Rất cao,Dài hạn
403,4,Jack Harlow,Lovin On Me,3,3,10,32562519,False,-1,Rất cao,Trung hạn
404,5,Mitski,My Love Mine All Mine,3,6,17,31046339,False,1,Rất cao,Dài hạn
405,6,"The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)",5,5,15,30622284,False,-1,Rất cao,Dài hạn
406,7,Taylor Swift,Cruel Summer,2,4,50,30027194,False,-3,Rất cao,Dài hạn
407,8,21 Savage,redrum,8,-1,1,27008214,True,-9,Rất cao,Ngắn hạn
408,9,Noah Kahan,Stick Season,7,7,15,26502009,False,-2,Rất cao,Dài hạn
409,10,Xavi,La Víctima,8,8,8,26072908,False,-2,Rất cao,Trung hạn
410,11,"Feid, ATL Jacob",LUNA,11,11,6,25983678,False,0,Rất cao,Trung hạn
411,12,"Bizarrap, Young Miko","Young Miko: Bzrp Music Sessions, Vol. 58",12,-1,1,23958763,True,-13,Rất cao,Ngắn hạn
412,13,"Kali Uchis, Peso Pluma",Igual Que Un Ángel (with Peso Pluma),13,-1,1,23799012,True,-14,Rất cao,Ngắn hạn
413,14,"The Weeknd, Playboi Carti, Madonna",Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),13,13,33,22626102,False,-1,Rất cao,Dài hạn
414,15,"21 Savage, Travis Scott, Metro Boomin",née-nah,15,-1,1,21526019,True,-16,Rất cao,Ngắn hạn
415,16,"Peso Pluma, Anitta",BELLAKEO,10,12,6,21525942,False,-4,Rất cao,Trung hạn
416,17,Doja Cat,Paint The Town Red,1,10,24,21176925,False,-7,Rất cao,Dài hạn
417,18,"Jung Kook, Latto",Seven (feat. Latto) (Explicit Ver.),1,9,27,21020729,False,-9,Rất cao,Dài hạn
418,19,Arctic Monkeys,I Wanna Be Yours,15,15,80,20640815,False,-4,Rất cao,Dài hạn
419,20,"Bad Bunny, Feid",PERRO NEGRO,4,17,14,20517592,False,-3,Rất cao,Dài hạn
420,21,Kenya Grace,Strangers,4,14,20,20508176,False,-7,Rất cao,Dài hạn
421,22,Sophie Ellis-Bextor,Murder On The Dancefloor,22,33,3,20489008,False,11,Rất cao,Ngắn hạn
422,23,"KAROL G, Peso Pluma",QLONA,5,19,23,18912743,False,-4,Rất cao,Dài hạn
423,24,Olivia Rodrigo,vampire,1,20,29,18587057,False,-4,Rất cao,Dài hạn
424,25,Jung Kook,Standing Next to You,1,18,11,18435992,False,-7,Rất cao,Trung hạn
425,26,Tyla,Water,12,16,17,18411595,False,-10,Rất cao,Dài hạn
426,27,"21 Savage, Doja Cat",n.h.i.e.,27,-1,1,18254295,True,-28,Rất cao,Ngắn hạn
427,28,"Calle 24, Chino Pacas, Fuerza Regida",Que Onda,16,21,20,18156122,False,-7,Rất cao,Dài hạn
428,29,Teddy Swims,Lose Control,29,32,10,18129046,False,3,Rất cao,Trung hạn
429,30,"The Weeknd, Daft Punk",Starboy,1,23,172,17819784,False,-7,Rất cao,Dài hạn
430,31,Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",3,26,27,17317122,False,-5,Rất cao,Dài hạn
431,32,Dua Lipa,Houdini,6,31,10,17046983,False,-1,Rất cao,Trung hạn
432,33,iñigo quintero,Si No Estás,1,24,17,16969830,False,-9,Rất cao,Dài hạn
433,34,Vance Joy,Riptide,30,30,153,16836644,False,-4,Rất cao,Dài hạn
434,35,Doja Cat,Agora Hills,16,22,17,16574276,False,-13,Rất cao,Dài hạn
435,36,Lord Huron,The Night We Met,36,39,65,16205981,False,3,Rất cao,Dài hạn
436,37,David Kushner,Daylight,5,29,40,16186886,False,-8,Rất cao,Dài hạn
437,38,"Fuerza Regida, Marshmello",HARLEY QUINN,11,25,12,16088908,False,-13,Rất cao,Trung hạn
438,39,Harry Styles,As It Was,1,28,94,15829608,False,-11,Rất cao,Dài hạn
439,40,"JID, 21 Savage, Baby Tate",Surround Sound (feat. 21 Savage & Baby Tate),34,34,9,15499260,False,-6,Rất cao,Trung hạn
440,41,21 Savage,all of me,41,-1,1,15309025,True,-42,Rất cao,Ngắn hạn
441,42,"Drake, Sexyy Red, SZA",Rich Baby Daddy (feat. Sexyy Red & SZA),28,52,14,15292189,False,10,Rất cao,Dài hạn
442,43,"cassö, RAYE, D-Block Europe",Prada,17,37,22,15047600,False,-6,Cao,Dài hạn
443,44,Sabrina Carpenter,Feather,44,47,7,14974660,False,3,Cao,Trung hạn
444,45,"Zach Bryan, Kacey Musgraves",I Remember Everything (feat. Kacey Musgraves),20,36,21,14896290,False,-9,Cao,Dài hạn
445,46,SZA,Kill Bill,1,27,58,14677950,False,-19,Cao,Dài hạn
446,47,"Maluma, Carin Leon",Según Quién,17,35,18,14664162,False,-12,Cao,Dài hạn
447,48,Dua Lipa,Dance The Night - From Barbie The Album,5,41,34,14395329,False,-7,Cao,Dài hạn
448,49,The Weeknd,Die For You,12,40,101,14328385,False,-9,Cao,Dài hạn
449,50,Jimin,Like Crazy,15,60,43,14175225,False,10,Cao,Dài hạn
450,51,Miley Cyrus,Flowers,1,38,53,14074246,False,-13,Cao,Dài hạn
451,52,"Grupo Frontera, Grupo Firme",EL AMOR DE SU VIDA,47,53,24,13750571,False,1,Cao,Dài hạn
452,53,The Weeknd,Blinding Lights,1,45,216,13710845,False,-8,Cao,Dài hạn
453,54,The Neighbourhood,Sweater Weather,19,44,177,13438063,False,-10,Cao,Dài hạn
454,55,Tom Odell,Another Love,15,54,145,13313553,False,-1,Cao,Dài hạn
455,56,Gunna,fukumean,9,56,31,13016872,False,0,Cao,Dài hạn
456,57,"Jung Kook, Jack Harlow",3D (feat. Jack Harlow),3,43,16,12867136,False,-14,Cao,Dài hạn
457,58,Bad Bunny,MONACO,1,48,14,12815299,False,-10,Cao,Dài hạn
458,59,Myke Towers,LALA,1,46,29,12505740,False,-13,Cao,Dài hạn
459,60,Lewis Capaldi,Someone You Loved,4,75,262,12467055,False,15,Cao,Dài hạn
460,61,SZA,Snooze,32,42,56,12458040,False,-19,Cao,Dài hạn
461,62,"Peso Pluma, Junior H, Oscar Maydon",ROMPE LA DOMPE,38,50,3,12424255,False,-12,Cao,Ngắn hạn
462,63,Tate McRae,exes,26,58,9,12382450,False,-5,Cao,Trung hạn
463,64,Taylor Swift,Is It Over Now? (Taylor's Version) (From The Vault),1,51,12,12361701,False,-13,Cao,Trung hạn
464,65,V,Love Me Again,11,49,23,12184700,False,-16,Cao,Dài hạn
465,66,"Eugenio Esquivel, Grupo Marca Registrada, Sebastian Esquivel, Los Esquivel",Alucin,66,98,3,12166989,False,32,Cao,Ngắn hạn
466,67,Quevedo,Columbia,7,57,28,12163719,False,-10,Cao,Dài hạn
467,68,"David Guetta, Bebe Rexha",I'm Good (Blue),2,61,73,12116151,False,-7,Cao,Dài hạn
468,69,21 Savage,sneaky,69,-1,1,12097600,True,-70,Cao,Ngắn hạn
469,70,"Tyler, The Creator, Kali Uchis",See You Again (feat. Kali Uchis),16,55,47,12070783,False,-15,Cao,Dài hạn
470,71,Taylor Swift,Lover,2,64,50,12003563,False,-7,Cao,Dài hạn
471,72,"21 Savage, Young Thug, Metro Boomin",pop ur shit,72,-1,1,12001122,True,-73,Cao,Ngắn hạn
472,73,"Xavi, Los Dareyes De La Sierra",Poco A Poco,73,85,4,11906179,False,12,Cao,Ngắn hạn
473,74,Coldplay,Yellow,50,72,161,11875320,False,-2,Cao,Dài hạn
474,75,Nicki Minaj,FTCU,63,63,5,11811800,False,-12,Cao,Trung hạn
475,76,Junior H,Y LLORO,55,78,15,11807936,False,2,Cao,Dài hạn
476,77,"Drake, Wizkid, Kyla",One Dance,12,82,177,11737713,False,5,Cao,Dài hạn
477,78,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,1,66,267,11592510,False,-12,Cao,Dài hạn
478,79,"Drake, Yeat",IDGAF (feat. Yeat),5,62,15,11591146,False,-17,Cao,Dài hạn
479,80,Olivia Rodrigo,Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,35,71,11,11577210,False,-9,Cao,Trung hạn
480,81,"21 Savage, Lil Durk, Metro Boomin",dangerous,81,-1,1,11437647,True,-82,Cao,Ngắn hạn
481,82,Travis Scott,I KNOW ?,14,67,25,11422482,False,-15,Cao,Dài hạn
482,83,Frank Ocean,Pink + White,70,91,35,11356385,False,8,Cao,Dài hạn
483,84,"Travis Scott, Playboi Carti",FE!N (feat. Playboi Carti),5,84,18,11345831,False,0,Cao,Dài hạn
484,85,Bruno Mars,Locked out of Heaven,39,80,84,11344019,False,-5,Cao,Dài hạn
485,86,Cigarettes After Sex,Apocalypse,81,81,79,11314501,False,-5,Cao,Dài hạn
486,87,"Peso Pluma, Gabito Ballesteros, Junior H",LADY GAGA,9,59,30,11203991,False,-28,Trung bình,Dài hạn
487,88,Carin Leon,Primera Cita,21,77,29,11182227,False,-11,Trung bình,Dài hạn
488,89,OneRepublic,I Ain't Worried,7,70,85,11171439,False,-19,Trung bình,Dài hạn
489,90,Taylor Swift,Anti-Hero,1,65,65,11142675,False,-25,Trung bình,Dài hạn
490,91,Kanye West,Heartless,76,76,28,11083690,False,-15,Trung bình,Dài hạn
491,92,Flo Milli,Never Lose Me,92,-1,1,11081352,True,-93,Trung bình,Ngắn hạn
492,93,"Mesita, Nicki Nicole, Tiago PZK, Emilia",Una Foto Remix (feat. Emilia),93,-1,1,10941468,True,-94,Trung bình,Ngắn hạn
493,94,Eminem,Without Me,31,89,121,10924203,False,-5,Trung bình,Dài hạn
494,95,OneRepublic,Counting Stars,86,86,144,10912619,False,-9,Trung bình,Dài hạn
495,96,Keane,Somewhere Only We Know,87,87,65,10879275,False,-9,Trung bình,Dài hạn
496,97,"Metro Boomin, The Weeknd, 21 Savage",Creepin' (with The Weeknd & 21 Savage),2,79,59,10837465,False,-18,Trung bình,Dài hạn
497,98,"Grupo Frontera, Bad Bunny",un x100to,1,68,40,10801853,False,-30,Trung bình,Dài hạn
498,99,"Vishal Mishra, Raj Shekhar",Pehle Bhi Main,49,73,6,10701814,False,-26,Trung bình,Trung hạn
499,100,Coldplay,Viva La Vida,57,74,73,10684656,False,-26,Trung bình,Dài hạn
500,101,"Rema, Selena Gomez",Calm Down (with Selena Gomez),9,69,73,10598961,False,-32,Trung bình,Dài hạn
501,102,"The Weeknd, Lana Del Rey",Stargirl Interlude,92,92,77,10590731,False,-10,Trung bình,Dài hạn
502,103,Creepy Nuts,Bling-Bang-Bang-Born,103,-1,1,10578001,True,-104,Trung bình,Ngắn hạn
503,104,Anuv Jain,Husn,88,88,3,10509288,False,-16,Trung bình,Ngắn hạn
504,105,J. Cole,No Role Modelz,76,93,130,10374591,False,-12,Trung bình,Dài hạn
505,106,TV Girl,Lovers Rock,100,100,30,10341673,False,-6,Trung bình,Dài hạn
506,107,"Billie Eilish, Khalid",lovely (with Khalid),24,123,300,10331832,False,16,Trung bình,Dài hạn
507,108,"Luan Santana, Ana Castela",DEJA VU,54,116,4,10320412,False,8,Trung bình,Ngắn hạn
